City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Jacareacanga,BR,-6.2222,-57.7528,86.05,72,80,2.28,broken clouds
464,Nantucket,US,41.2835,-70.0995,37.4,93,90,18.41,light rain
465,Antofagasta,CL,-23.65,-70.4,75.0,53,0,11.5,clear sky
466,Arlit,NE,18.7369,7.3853,86.47,10,92,7.0,overcast clouds
467,Punta Alta,AR,-38.8759,-62.0736,65.14,70,98,20.29,overcast clouds
468,Chunoyar,RU,57.4467,97.3217,20.32,95,89,4.59,overcast clouds
469,Apple Valley,US,34.5008,-117.1859,57.0,52,20,1.43,few clouds
470,Bambous Virieux,MU,-20.3428,57.7575,81.0,78,20,10.36,few clouds
471,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.0,74,1,23.02,clear sky
472,Zhigansk,RU,66.7697,123.3711,-28.12,82,99,13.27,overcast clouds
473,Beidao,CN,34.5686,105.8933,40.5,57,1,3.94,clear sky
474,Lima,PE,-12.0432,-77.0282,75.99,73,75,9.22,broken clouds
475,Denpasar,ID,-8.65,115.2167,77.0,94,20,3.44,few clouds
476,Pervomayskoye,RU,43.919,46.7102,31.91,98,100,9.53,snow
477,Zelenogorskiy,RU,55.0333,87.0,24.8,58,40,24.61,snow
478,Kangavar,IR,34.5043,47.9653,45.16,67,48,3.67,scattered clouds
479,Tougue,GN,11.4667,-11.6,90.07,13,72,6.26,broken clouds
480,Zhangjiakou,CN,40.81,114.8794,19.72,78,0,4.59,clear sky
481,Manado,ID,1.487,124.8455,77.0,94,40,1.14,scattered clouds
482,Comodoro Rivadavia,AR,-45.8667,-67.5,62.6,59,20,11.5,few clouds
483,Marquette,US,46.5333,-87.6335,1.99,55,18,7.0,few clouds
484,Abha,SA,18.2164,42.5053,59.0,67,0,3.44,clear sky
485,Grindavik,IS,63.8424,-22.4338,35.6,60,20,14.97,few clouds
486,Pechenga,RU,69.5259,31.1703,21.2,79,40,19.57,light snow
487,Severomuysk,RU,56.1481,113.4267,-7.56,91,100,3.36,overcast clouds
488,Innisfail,AU,-17.5333,146.0333,77.95,92,100,3.65,overcast clouds
489,Maple Creek,CA,49.9168,-109.4848,-22.0,69,93,5.75,overcast clouds
490,Darnah,LY,32.767,22.6367,66.96,45,100,9.06,overcast clouds
491,Kloulklubed,PW,7.0419,134.2556,77.0,100,90,8.05,moderate rain
492,Acacoyagua,MX,15.35,-92.65,84.2,54,1,5.75,clear sky
493,Champerico,GT,14.3,-91.9167,84.2,61,0,4.61,clear sky
494,Kavaratti,IN,10.5669,72.642,81.68,66,0,7.31,clear sky
495,Poum,NC,-20.2333,164.0167,79.63,70,94,1.66,overcast clouds
496,Murray Bridge,AU,-35.1167,139.2667,54.0,92,9,1.99,clear sky
497,Ambilobe,MG,-13.2,49.05,76.53,90,100,2.17,light rain
498,Fare,PF,-16.7,-151.0167,81.0,74,44,12.46,scattered clouds
499,Imbituba,BR,-28.24,-48.6703,84.2,39,0,13.8,clear sky
500,Hami,CN,42.8,93.45,29.98,81,48,0.83,scattered clouds
501,Atlantic City,US,39.3643,-74.4229,39.99,93,90,13.8,moderate rain
502,Qasigiannguit,GL,68.8193,-51.1922,26.6,33,0,11.5,clear sky
503,Muzhi,RU,65.3667,64.6667,-16.4,88,100,21.72,light snow
504,Kiama,AU,-34.6833,150.8667,68.0,81,93,1.01,overcast clouds
505,Lodeynoye Pole,RU,60.726,33.5531,4.35,94,70,3.62,broken clouds
506,Mandalgovi,MN,45.7625,106.2708,12.72,81,0,10.02,clear sky
507,Rio Gallegos,AR,-51.6226,-69.2181,66.2,34,0,8.05,clear sky
508,San Ramon,US,37.7799,-121.978,48.0,81,1,2.98,clear sky
509,Mattru,SL,7.6244,-11.8332,97.07,33,49,7.67,scattered clouds
510,Merauke,ID,-8.4667,140.3333,79.7,86,98,12.28,overcast clouds
511,Teguldet,RU,57.3064,88.1667,28.18,91,99,15.86,light snow
512,Haines Junction,CA,60.7522,-137.5108,-29.2,68,67,1.88,broken clouds
513,Caska,MK,41.6506,21.6622,46.4,87,20,5.32,few clouds
514,Tanout,NE,14.9709,8.8879,84.63,11,27,9.91,scattered clouds
515,Yagodnoye,RU,62.55,149.6667,0.27,90,100,8.46,light snow
516,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,82.35,47,0,4.07,light rain
517,Tazovskiy,RU,67.4667,78.7,-13.92,89,100,19.24,overcast clouds
518,Lithgow,AU,-33.4833,150.15,55.99,43,100,5.7,overcast clouds
519,Khasan,RU,42.4308,130.6434,10.65,85,5,16.89,clear sky
520,Port-Cartier,CA,50.0334,-66.8654,21.99,58,5,9.22,clear sky
521,Poronaysk,RU,49.2167,143.1167,-3.78,87,58,6.96,broken clouds
522,Minatitlan,MX,17.9833,-94.5167,78.8,78,40,23.02,scattered clouds
523,Luganville,VU,-15.5333,167.1667,77.59,73,30,7.52,scattered clouds
524,Touba,CI,8.2833,-7.6833,100.26,18,31,5.1,scattered clouds
525,Mecca,SA,21.4267,39.8261,77.63,22,0,5.32,clear sky
526,Eyl,SO,7.9803,49.8164,77.29,72,0,19.04,clear sky
527,Obo,CF,5.3998,26.4869,86.07,16,99,3.49,overcast clouds
528,Atyashevo,RU,54.5644,46.0691,-5.89,91,100,12.62,overcast clouds
529,Yerbogachen,RU,61.2767,108.0108,17.1,97,100,6.15,light snow
530,Acapulco,MX,16.8634,-99.8901,80.6,65,75,5.75,broken clouds
531,Bairiki,KI,1.3292,172.9752,80.6,83,75,6.91,light rain
532,Sisimiut,GL,66.9395,-53.6735,27.25,80,0,20.15,clear sky
533,Tura,IN,25.5198,90.2201,58.86,46,16,2.01,few clouds
534,Beni,CD,0.5,29.4667,80.24,27,1,4.0,clear sky
535,Irituia,BR,-1.7711,-47.4381,90.19,55,47,5.88,scattered clouds
536,Paragominas,BR,-2.9667,-47.4833,91.36,49,15,4.5,few clouds
537,Preeceville,CA,51.95,-102.6677,-34.11,80,0,9.55,clear sky
538,Fallon,US,39.4735,-118.7774,39.99,69,1,6.91,clear sky
539,Olinda,BR,-8.0089,-34.8553,84.2,61,40,9.22,scattered clouds
540,Necochea,AR,-38.5473,-58.7368,60.01,92,82,18.19,broken clouds
541,Port Arthur,CN,38.8,121.2667,23.0,50,0,2.24,clear sky
542,Isoka,ZM,-10.1606,32.6335,69.87,91,84,2.08,light rain
543,La Ronge,CA,55.1001,-105.2842,-40.0,67,2,6.91,clear sky
544,Mayo,US,38.8876,-76.5119,35.6,100,90,9.22,snow
545,Huron,US,41.1501,-82.5499,12.99,78,90,5.01,overcast clouds
546,Ploemeur,FR,47.7333,-3.4333,44.01,81,90,8.05,overcast clouds
547,North Ogden,US,41.3072,-111.9602,41.0,38,1,8.05,clear sky
548,Guasdualito,VE,7.2424,-70.7324,88.32,49,95,7.9,overcast clouds
549,Porto Santo,PT,33.072,-16.3415,60.8,88,40,17.27,scattered clouds
550,Shelburne,CA,44.0787,-80.2041,19.99,80,75,12.95,broken clouds
551,Steamboat Springs,US,40.485,-106.8317,30.2,50,1,5.64,clear sky
552,Saint-Denis,FR,48.9167,2.3333,35.01,80,90,5.75,overcast clouds
553,Cap Malheureux,MU,-19.9842,57.6142,81.0,77,67,7.0,broken clouds
554,Fort Nelson,CA,58.8053,-122.7002,-34.6,67,40,4.61,scattered clouds
555,Taiobeiras,BR,-15.8078,-42.2331,69.91,87,100,5.14,light rain
556,Le Vauclin,MQ,14.5452,-60.8388,82.4,65,75,19.57,broken clouds
557,Orodara,BF,10.9492,-4.9342,95.0,20,9,8.05,dust
558,Sabang,ID,5.8933,95.3214,81.75,79,47,12.26,light rain
559,Kindberg,AT,47.5,15.45,50.0,98,100,3.78,overcast clouds
560,Portsmouth,GB,50.799,-1.0913,37.99,74,79,1.99,broken clouds
561,Apatou,GF,5.155,-54.3472,79.93,89,70,5.3,light rain
562,Linjiang,CN,41.8069,126.9078,2.28,88,67,2.01,broken clouds
563,Troitsko-Pechorsk,RU,62.7084,56.1964,-25.08,86,100,9.42,light snow
564,San Carlos De Bariloche,AR,-41.1456,-71.3082,59.0,58,90,11.5,overcast clouds
565,Loandjili,CG,-4.7561,11.8578,84.2,84,40,9.22,light rain
566,Novita,CO,4.9551,-76.6053,88.2,65,98,2.15,light rain
567,Deniliquin,AU,-35.5333,144.9667,53.01,75,86,11.3,overcast clouds
568,Mogzon,RU,51.7435,111.9606,2.08,92,100,3.22,overcast clouds
569,Hatfield,GB,51.7634,-0.2242,34.0,80,90,20.71,light snow
570,Longyan,CN,25.1072,117.0225,59.04,70,0,1.81,clear sky
571,Daru,PG,-9.0763,143.2092,79.12,86,64,12.57,broken clouds
572,Rundu,NA,-17.9333,19.7667,82.99,59,95,2.04,light rain
573,Batemans Bay,AU,-35.7167,150.1833,62.01,77,91,4.0,overcast clouds
574,Asosa,ET,10.0667,34.5333,70.63,23,100,5.01,overcast clouds
575,Omboue,GA,-1.5746,9.2618,81.84,79,99,7.54,moderate rain
576,Okha,RU,53.5739,142.9478,8.47,94,100,24.92,light snow
577,Wanning,CN,18.8003,110.3967,69.42,88,26,5.03,scattered clouds
578,Ewo,CG,-0.8725,14.8206,86.05,56,48,6.85,scattered clouds
579,Havoysund,NO,70.9963,24.6622,28.4,69,75,24.16,light snow
580,Freetown,SL,8.484,-13.2299,85.82,57,77,14.58,broken clouds
581,Polyarnyy,RU,69.1989,33.4478,14.0,92,75,2.24,light snow
582,Belyy,RU,55.8402,32.9419,9.37,95,100,8.25,overcast clouds
583,Altay,CN,47.8667,88.1167,21.65,83,96,2.33,overcast clouds
584,Capao Bonito,BR,-24.0058,-48.3494,78.66,47,2,5.86,clear sky
585,Vaitape,PF,-16.5167,-151.75,80.92,75,6,13.15,light rain
586,Dmitriyevka,RU,54.75,55.3333,-4.0,71,90,8.95,light snow
587,Saint-Pierre,RE,-21.3393,55.4781,80.6,78,75,5.75,light rain
588,Porbandar,IN,21.6422,69.6093,71.82,41,0,7.63,clear sky
589,Muros,ES,42.7762,-9.0603,52.0,92,100,20.0,light rain
590,Corinto,GR,37.9407,22.9573,62.01,46,95,1.01,overcast clouds
591,Flinders,AU,-34.5833,150.8552,68.0,77,82,5.01,broken clouds
592,Tumaco,CO,1.7986,-78.8156,81.05,82,100,1.52,light rain
593,Kodinsk,RU,58.6881,99.1844,25.07,97,99,5.28,overcast clouds
594,Callaway,US,30.153,-85.5699,52.0,87,90,13.8,light intensity drizzle
595,Goderich,CA,43.7501,-81.7165,10.4,67,99,16.11,overcast clouds
596,Russell,US,32.3502,-85.1999,48.2,71,90,6.91,overcast clouds
597,Kisangani,CD,0.5167,25.2,82.49,41,86,0.76,overcast clouds
598,San Rafael,AR,-34.6177,-68.3301,79.3,41,21,26.8,few clouds
599,Svetlogorsk,BY,52.6333,29.7333,6.19,92,56,3.69,broken clouds
600,Ulladulla,AU,-35.35,150.4667,66.2,72,75,11.5,broken clouds
601,Buala,SB,-8.145,159.5921,79.21,82,92,5.19,overcast clouds
602,Howard Springs,AU,-12.497,131.047,82.4,89,100,12.66,overcast clouds
603,Vao,NC,-22.6667,167.4833,77.2,87,11,6.2,few clouds
604,Ngunguru,NZ,-35.6167,174.5,59.0,92,75,5.01,broken clouds
605,Kysyl-Syr,RU,63.8986,122.7617,-27.99,83,97,11.1,overcast clouds
606,Vardo,NO,70.3705,31.1107,24.8,74,75,28.77,snow
607,Seabra,BR,-12.4186,-41.7703,80.47,65,72,4.21,broken clouds
608,Catuday,PH,16.2923,119.8062,78.08,81,37,8.41,scattered clouds
609,Pokhara,NP,28.2333,83.9833,52.77,46,0,3.38,clear sky
610,Zile,TR,40.3031,35.8864,55.4,38,0,10.36,clear sky
611,Pajan,EC,-1.5667,-80.4167,81.34,76,97,1.03,light rain
612,Corowa,AU,-36.0333,146.3833,57.0,82,7,4.16,clear sky
613,Leh,IN,34.1667,77.5833,14.5,58,0,1.77,clear sky
614,Houlton,US,46.1262,-67.8403,24.01,53,1,6.91,clear sky
615,Bartica,GY,6.4,-58.6167,80.6,78,75,13.8,light rain
616,Grand-Santi,GF,4.25,-54.3833,80.85,76,99,4.5,overcast clouds
617,Marystown,CA,47.1666,-55.1483,31.24,87,92,34.27,overcast clouds
618,Jinchang,CN,38.4953,102.1739,31.48,74,100,1.99,overcast clouds
619,Salinopolis,BR,-0.6136,-47.3561,81.95,82,54,10.8,broken clouds
620,Huarmey,PE,-10.0681,-78.1522,76.24,61,92,8.39,overcast clouds
621,Kampen,NL,52.555,5.9111,23.0,96,100,5.99,light snow
622,Oudtshoorn,ZA,-33.5907,22.2014,66.2,77,90,5.75,overcast clouds
623,Grajau,BR,-5.8194,-46.1386,88.65,64,46,2.8,scattered clouds
624,Gavle,SE,60.6745,17.1417,13.19,95,9,4.9,clear sky
625,Northam,GB,51.0333,-4.2167,39.0,72,12,11.99,few clouds
626,Borovoy,RU,55.4333,86.0833,24.8,58,40,24.61,snow
627,Sao Jose Dos Pinhais,BR,-25.5347,-49.2064,81.0,49,40,8.05,scattered clouds
628,Colac,AU,-38.3333,143.5833,54.0,84,19,1.99,few clouds
629,Xining,CN,36.6167,101.7667,27.07,57,0,2.24,clear sky
630,Itoman,JP,26.1247,127.6694,62.6,72,20,4.61,few clouds
631,Camopi,GF,3.1655,-52.3158,75.09,97,100,2.59,overcast clouds
632,Meulaboh,ID,4.1363,96.1285,79.36,79,21,3.15,few clouds
633,Mandera,KE,3.9366,41.867,91.11,26,0,10.38,clear sky
634,Watsa,CD,3.0372,29.5355,80.64,25,35,2.75,scattered clouds
635,Pryluky,UA,50.5932,32.3876,7.52,94,100,2.08,overcast clouds
636,Zarubino,RU,42.63,131.0922,9.14,88,11,13.91,few clouds
637,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,85.24,62,70,11.86,broken clouds
638,Lavrentiya,RU,65.5833,-171.0,-10.97,82,0,6.26,clear sky
639,Woodward,US,36.4337,-99.3904,26.6,93,90,8.05,mist
640,Praia Da Vitoria,PT,38.7333,-27.0667,62.01,77,75,17.54,broken clouds
641,Angoche,MZ,-16.2325,39.9086,82.4,78,28,6.73,scattered clouds
642,Vestmanna,FO,62.1564,-7.1664,33.8,86,40,5.75,scattered clouds
643,Iskateley,RU,67.6803,53.1512,-19.07,87,100,13.98,overcast clouds
644,Ixtapa,MX,20.7,-105.2,69.8,73,1,5.75,clear sky
645,Yatou,CN,37.15,122.3833,28.53,82,76,14.18,broken clouds
646,Faya,SA,18.3851,42.4509,59.0,67,0,3.44,clear sky
647,Sandpoint,US,48.2766,-116.5533,30.2,69,1,6.91,light snow
648,Huacho,PE,-11.1067,-77.605,76.46,62,100,6.82,overcast clouds
649,Nioro,GM,13.35,-15.75,94.96,10,47,12.86,scattered clouds
650,Coihaique,CL,-45.5752,-72.0662,66.2,48,20,8.05,few clouds
651,Tommot,RU,58.9564,126.2925,-23.33,81,0,1.99,clear sky
652,San Fernando,PH,15.0286,120.6898,75.2,78,40,2.3,scattered clouds
653,Biltine,TD,14.5333,20.9167,84.56,12,5,8.59,clear sky
654,Poso,ID,-1.3959,120.7524,82.99,78,100,3.98,overcast clouds
655,Nhulunbuy,AU,-12.2333,136.7667,80.6,83,75,11.5,broken clouds
656,Crotone,IT,39.0851,17.1178,57.2,100,75,16.11,fog
657,Reconquista,AR,-29.15,-59.65,87.48,29,0,7.29,clear sky
658,Filadelfia,US,39.9523,-75.1638,34.0,93,90,11.5,snow
659,Sioux Lookout,CA,50.1001,-91.917,-22.0,57,20,14.97,few clouds
660,Peniche,PT,39.3558,-9.3811,55.0,88,100,20.0,overcast clouds
661,Pitea,SE,65.3172,21.4794,14.0,92,0,8.05,clear sky
662,Sakakah,SA,29.9697,40.2064,60.8,36,0,4.16,clear sky
663,Puerto Escondido,MX,15.85,-97.0667,82.4,78,75,3.44,broken clouds
664,Byron Bay,AU,-28.65,153.6167,75.2,78,90,8.05,overcast clouds
665,Darnetal,FR,49.4453,1.1514,35.01,80,90,8.05,light snow
666,Pevek,RU,69.7008,170.3133,-7.51,87,0,1.48,clear sky
667,Verkhoyansk,RU,67.5447,133.385,-31.58,82,0,0.94,clear sky
668,Lypnyazhka,UA,48.4469,31.0761,14.18,95,100,10.16,overcast clouds
669,Coronel Fabriciano,BR,-19.5186,-42.6289,80.02,75,100,2.28,overcast clouds
670,Padang,ID,-0.9492,100.3543,82.4,74,20,6.91,few clouds
671,Kasungu,MW,-13.0333,33.4833,72.84,91,93,3.31,light rain
672,Severnyy,RU,50.677,36.5532,6.8,72,0,11.18,clear sky
673,Ituacu,BR,-13.8133,-41.2967,82.06,67,87,2.39,overcast clouds
674,Primo Tapia,MX,32.22,-116.9172,55.4,50,1,1.68,clear sky
675,Makakilo City,US,21.3469,-158.0858,62.6,77,75,4.61,broken clouds
676,Paysandu,UY,-32.3214,-58.0756,89.01,39,0,1.99,clear sky
677,Okhotsk,RU,59.3833,143.3,14.09,88,100,23.35,overcast clouds
678,Utiel,ES,39.5667,-1.2,63.0,47,74,23.04,broken clouds
679,Gambela,ET,8.25,34.5833,90.61,16,53,3.33,broken clouds
680,Oksfjord,NO,70.2396,22.3479,26.6,80,75,14.97,snow
681,Puerto Boyaca,CO,5.9758,-74.5885,87.96,64,91,0.87,overcast clouds
682,Hammerfest,NO,70.6634,23.6821,23.0,86,75,17.27,light snow
683,Shar,KZ,49.5886,81.0453,30.9,95,100,12.71,overcast clouds
684,Oussouye,SN,12.485,-16.5469,89.6,32,0,11.5,clear sky
685,Fairlie,GB,55.756,-4.8556,35.01,74,87,7.0,overcast clouds
686,Fairbanks,US,64.8378,-147.7164,-11.99,76,1,3.44,clear sky
687,Pujehun,SL,7.3581,-11.7208,92.21,46,77,10.29,broken clouds
688,Lar,IN,26.2039,83.9717,56.35,59,0,2.62,clear sky
689,Swinoujscie,PL,53.9105,14.2471,25.0,66,99,5.99,overcast clouds
690,Bintulu,MY,3.1667,113.0333,78.01,94,40,1.14,scattered clouds
691,Belaya Gora,RU,68.5333,146.4167,-28.59,83,42,4.29,scattered clouds
692,Aswan,EG,24.0934,32.907,74.57,28,0,11.39,clear sky
693,Lasa,IT,46.6166,10.7002,41.0,100,90,5.75,mist
694,Perehonivka,UA,48.5355,30.5192,14.25,96,100,11.07,light snow
